"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1983","FN","1984","FN","1985","FN","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN","2017","FN"
"5","5.5","5.5.1","C050501","Proportion of seats held by women in (a) national parliaments and (b) local governments","SG_GEN_PARLN","SD","Number of seats held by women in national parliaments","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,540.00","C, 11, 102, 154","4,664.00","C, 12, 102, 154","4,877.00","C, 13, 102, 154","5,255.00","C, 14, 102, 154","5,222.00","C, 15, 102, 154","5,619.00","C, 16, 102, 154","6,146.00","C, 17, 102, 154","6,313.00","C, 18, 102, 154","6,661.00","C, 19, 102, 154","6,886.00","C, 20, 102, 154","7,197.00","C, 21, 102, 154","7,411.00","C, 22, 102, 154","7,695.00","C, 23, 102, 154","8,100.00","C, 24, 102, 154","8,497.00","C, 25, 102, 154","8,599.00","C, 26, 102, 154","8,837.00","C, 27, 102, 154","9,170.00","C, 64, 102, 154"
"5","5.5","5.5.1","C050501","Proportion of seats held by women in (a) national parliaments and (b) local governments","SG_GEN_PARLNT","SD","Number of seats in national parliaments","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34,034.00","C, 11, 102, 154","33,623.00","C, 12, 102, 154","34,221.00","C, 13, 102, 154","34,745.00","C, 14, 102, 154","34,336.00","C, 15, 102, 154","35,257.00","C, 16, 102, 154","37,100.00","C, 17, 102, 154","36,828.00","C, 18, 102, 154","37,025.00","C, 19, 102, 154","37,195.00","C, 20, 102, 154","37,818.00","C, 21, 102, 154","38,326.00","C, 22, 102, 154","39,267.00","C, 23, 102, 154","39,021.00","C, 24, 102, 154","38,523.00","C, 25, 102, 154","38,607.00","C, 26, 102, 154","38,866.00","C, 27, 102, 154","39,208.00","C, 64, 102, 154"
"5","5.6","5.6.1","C050601","Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care","SH_FPL_INFM","SD","Women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care","","MDG_WORLD","World","","","","Annual","Not available","15 to 49 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.80","NA, 23, 103, 155","","","","","","","","","",""
"6","6.1","6.1.1","C060101","Proportion of population using safely managed drinking water services","SH_H2O_SAFE","SD","Proportion of population using safely managed drinking water services","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Rural","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.95","E, 11, 104","41.31","E, 12, 104","42.84","E, 13, 104","44.23","E, 14, 104","45.69","E, 15, 104","47.97","E, 16, 104","49.46","E, 17, 104","50.98","E, 18, 104","52.49","E, 19, 104","54.02","E, 20, 104","55.55","E, 21, 104","55.91","E, 22, 104","55.77","E, 23, 104","55.22","E, 24, 104","55.03","E, 25, 104","54.81","E, 26, 104","","","",""
"6","6.1","6.1.1","C060101","Proportion of population using safely managed drinking water services","SH_H2O_SAFE","SD","Proportion of population using safely managed drinking water services","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.42","E, 11, 104","61.81","E, 12, 104","62.82","E, 13, 104","63.75","E, 14, 104","64.71","E, 15, 104","66.09","E, 16, 104","67.06","E, 17, 104","68.02","E, 18, 104","68.97","E, 19, 104","69.90","E, 20, 104","70.82","E, 21, 104","71.14","E, 22, 104","71.22","E, 23, 104","71.09","E, 24, 104","71.14","E, 25, 104","71.16","E, 26, 104","","","",""
"6","6.1","6.1.1","C060101","Proportion of population using safely managed drinking water services","SH_H2O_SAFE","SD","Proportion of population using safely managed drinking water services","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.89","E, 11, 104","84.88","E, 12, 104","84.87","E, 13, 104","84.86","E, 14, 104","84.86","E, 15, 104","84.91","E, 16, 104","84.97","E, 17, 104","85.02","E, 18, 104","85.07","E, 19, 104","85.12","E, 20, 104","85.17","E, 21, 104","85.17","E, 22, 104","85.17","E, 23, 104","85.16","E, 24, 104","85.16","E, 25, 104","85.12","E, 26, 104","","","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_DEFECT","+","Proportion of population practicing open defecation","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Rural","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.76","E, 11, 104","33.27","E, 12, 104","32.72","E, 13, 104","32.15","E, 14, 104","31.58","E, 15, 104","30.97","E, 16, 104","30.32","E, 17, 104","29.66","E, 18, 104","28.98","E, 19, 104","28.29","E, 20, 104","27.58","E, 21, 104","26.97","E, 22, 104","26.23","E, 23, 104","25.48","E, 24, 104","24.73","E, 25, 104","23.97","E, 26, 104","","","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_DEFECT","+","Proportion of population practicing open defecation","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.07","E, 11, 104","19.61","E, 12, 104","19.15","E, 13, 104","18.65","E, 14, 104","18.15","E, 15, 104","17.62","E, 16, 104","17.07","E, 17, 104","16.53","E, 18, 104","15.98","E, 19, 104","15.42","E, 20, 104","14.86","E, 21, 104","14.37","E, 22, 104","13.81","E, 23, 104","13.23","E, 24, 104","12.68","E, 25, 104","12.14","E, 26, 104","","","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_DEFECT","+","Proportion of population practicing open defecation","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38","E, 11, 104","4.23","E, 12, 104","4.18","E, 13, 104","4.05","E, 14, 104","3.93","E, 15, 104","3.76","E, 16, 104","3.59","E, 17, 104","3.43","E, 18, 104","3.26","E, 19, 104","3.09","E, 20, 104","2.92","E, 21, 104","2.76","E, 22, 104","2.58","E, 23, 104","2.38","E, 24, 104","2.20","E, 25, 104","2.03","E, 26, 104","","","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_SAFE","SD","Proportion of population using safely managed sanitation services","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.53","E, 11, 104","33.44","E, 12, 104","33.35","E, 13, 104","33.95","E, 14, 104","34.61","E, 15, 104","35.29","E, 16, 104","36.56","E, 17, 104","37.29","E, 18, 104","38.04","E, 19, 104","38.78","E, 20, 104","39.54","E, 21, 104","40.29","E, 22, 104","41.05","E, 23, 104","41.78","E, 24, 104","42.51","E, 25, 104","43.24","E, 26, 104","","","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_SAFE","SD","Proportion of population using safely managed sanitation services","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.68","E, 11, 104","28.92","E, 12, 104","29.22","E, 13, 104","29.91","E, 14, 104","30.61","E, 15, 104","31.34","E, 16, 104","32.45","E, 17, 104","33.21","E, 18, 104","33.97","E, 19, 104","34.74","E, 20, 104","35.50","E, 21, 104","36.26","E, 22, 104","37.02","E, 23, 104","37.77","E, 24, 104","38.51","E, 25, 104","39.25","E, 26, 104","","","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_SAFE","SD","Proportion of population using safely managed sanitation services","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Rural","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.45","E, 11, 104","24.90","E, 12, 104","25.48","E, 13, 104","26.16","E, 14, 104","26.85","E, 15, 104","27.54","E, 16, 104","28.41","E, 17, 104","29.11","E, 18, 104","29.82","E, 19, 104","30.52","E, 20, 104","31.21","E, 21, 104","31.88","E, 22, 104","32.57","E, 23, 104","33.25","E, 24, 104","33.92","E, 25, 104","34.59","E, 26, 104","","","",""
"6","6.4","6.4.2","C060402","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER_H2O_STRESS","SD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.70","NA, 25","","","","","",""
"6","6.5","6.5.1","C060501","Degree of integrated water resources management implementation (0-100)","ER_H2O_INTG","+","Proportion of countries that have fully implemented national integrated water resources management plans or equivalent","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.85","NA, 23, 105, 156","","","","","","","","","",""
"6","6.5","6.5.1","C060501","Degree of integrated water resources management implementation (0-100)","ER_H2O_INTGAD","+","Proportion of countries that are at advanced stage of implementation of national integrated water resources management plans or equivalent","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.00","NA, 23, 105, 156","","","","","","","","","",""
"6","6.5","6.5.1","C060501","Degree of integrated water resources management implementation (0-100)","ER_H2O_INTGADN","+","Number of countries that are at advanced stage of implementation of national integrated water resources management plans or equivalent","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.00","NA, 23, 105, 156","","","","","","","","","",""
